"","success","trial_type","trial_index","time_elapsed","internal_node_id","protocol_sum","subject_identifier","subject_sum","subject_pair","STUDY_ID","PROLIFIC_PID","SESSION_ID","practice_instructions","leaderboard_instructions","bonus","reveal_word","self_rating","confidence","view_history","rt","responses","question_order","correct","test_part","word","final_keyboard_state","num_clicks","points","cheat","response","position_RT","position","player","i_game","true_position","distance","last_word","stimulus","confidence_slider_self_response"
"376","","survey-text",39,635590,"0.0-16.0",NA,409,"252,86,219,198,212,101,43,49,91,134,183,28,141,104,140,28,205,234,156,95,31,208,119,99,210,101,159,222,46,47,196,154",204,"66a22c0758a3d5c9d26873c6","66929109eff4c9c070a4b123","66a2743091f1949a45257347",1,0,0,"true",3,57,"",131357.700000048,"{""Q0"":""I don't know what the point of this experiment is. It may be about whether people will use up their chances trying to be quick with an answer, or take a moment to consider before guessing. My role in this is unknown to me. I am ranking these people based on less than a minute of their action in a guessing game.""}","","","","","",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA
"377","","survey-text",40,641090,"0.0-17.0",NA,409,"252,86,219,198,212,101,43,49,91,134,183,28,141,104,140,28,205,234,156,95,31,208,119,99,210,101,159,222,46,47,196,154",204,"66a22c0758a3d5c9d26873c6","66929109eff4c9c070a4b123","66a2743091f1949a45257347",1,0,0,"true",3,57,"",5497.39999985695,"{""Q0"":""No""}","","","","","",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA
"378","","instructions",41,653136,"0.0-18.0",NA,409,"252,86,219,198,212,101,43,49,91,134,183,28,141,104,140,28,205,234,156,95,31,208,119,99,210,101,159,222,46,47,196,154",204,"66a22c0758a3d5c9d26873c6","66929109eff4c9c070a4b123","66a2743091f1949a45257347",1,0,0,"true",3,57,"[{""page_index"":0,""viewing_time"":12046}]",12046.2999999523,"","","","","","",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA
"379","true","fullscreen",0,2946,"0.0-0.0",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"",NA,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"380","","instructions",1,10946,"0.0-1.0",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"[{""page_index"":0,""viewing_time"":7997.0999999996275}]",7997.5,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"381","","instructions",2,23744,"0.0-2.0-0.0",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"[{""page_index"":0,""viewing_time"":12796.900000000373}]",12797.0999999996,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"382","","survey-multi-choice",3,48296,"0.0-2.0-1.0",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"",24548.8000000007,"{""Q0"":""... reveal the word with as <b>few letter guesses</b> as possible""}","[0]","true","multichoice_nonpretend","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"383","","instructions",4,50427,"0.0-3.0",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"[{""page_index"":0,""viewing_time"":2129.199999999255}]",2129.30000000075,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"384","","Hangman",5,104851,"0.0-4.0",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"",NA,"","","","","ZEBRA","N,A,Z,E,B,R",6,14,"false",NA,NA,NA,NA,NA,NA,NA,"","",NA
"385","","instructions",6,118639,"0.0-5.0",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"[{""page_index"":0,""viewing_time"":2964.800000000745},{""page_index"":1,""viewing_time"":10820.400000000373}]",13786.5,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"386","","survey-multi-choice",7,129059,"0.0-6.0",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"",10417.7999999989,"{""Q0"":""...from <b>a previous session</b> that is not part of the upcoming tournament.""}","[0]","true","multichoice_leaderboard","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"387","","instructions",8,138544,"0.0-8.0",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"[{""page_index"":0,""viewing_time"":9484.700000001118}]",9484.90000000037,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"388","","survey-multi-choice",9,153617,"0.0-9.0",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"",15071.2999999989,"{""Q0"":""...how well players did (in terms of <b>points</b>) in <b>previous games.</b>""}","[0]","false","multichoice_tournament","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"389","","instructions",10,162587,"0.0-10.0-0.0",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"[{""page_index"":0,""viewing_time"":8968.299999998882}]",8968.5,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"390","","survey-multi-choice",11,169332,"0.0-10.0-1.0",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"",6743.20000000112,"{""Q0"":""...players' leaderboard position (in terms of <b>points</b>) in an <b>upcoming tournament.</b>""}","[0]","true","multichoice_tournament","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"391","","instructions",12,186603,"0.0-11.0",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"[{""page_index"":0,""viewing_time"":17270.300000000745}]",17270.4000000004,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"392","","instructions",13,199329,"0.0-12.0-0.0",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"[{""page_index"":0,""viewing_time"":12724.700000001118}]",12724.9000000004,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"393","","Hangman_replay",14,261126,"0.0-12.0-1.0",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"",NA,"","","","","SHAKIRA","A,E,L,N,M,C,B,T,Y,W,S,K,I,O,R,H",16,5,"false",NA,NA,NA,NA,NA,NA,NA,"","",NA
"394","","instructions",15,273030,"0.0-12.0-2.0",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"[{""page_index"":0,""viewing_time"":11901.900000000373}]",11902.6999999993,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"395","","Guess_leaderboard",16,280170,"0.0-12.0-3.0",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"",NA,"","","","","SHAKIRA","",NA,NA,"",NA,6378.90000000037,73,36,0,83,10,"","",NA
"396","","instructions",17,290110,"0.0-12.0-0.1",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"[{""page_index"":0,""viewing_time"":9937}]",9937.20000000112,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"397","","Hangman_replay",18,326579,"0.0-12.0-1.1",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"",NA,"","","","","WRIST","O,T,R,I,A,W,S",7,13,"false",NA,NA,NA,NA,NA,NA,NA,"","",NA
"398","","instructions",19,328113,"0.0-12.0-2.1",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"[{""page_index"":0,""viewing_time"":1532.300000000745}]",1532.5,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"399","","Guess_leaderboard",20,332821,"0.0-12.0-3.1",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"",NA,"","","","","WRIST","",NA,NA,"",NA,3950.59999999963,9,56,1,67,58,"","",NA
"400","","instructions",21,335313,"0.0-12.0-0.2",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"[{""page_index"":0,""viewing_time"":2488.9000000003725}]",2489,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"401","","Hangman_replay",22,375491,"0.0-12.0-1.2",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"",NA,"","","","","THIRTY FOUR","E,O,U,R,F,T,H,I,Y",9,14,"false",NA,NA,NA,NA,NA,NA,NA,"","",NA
"402","","instructions",23,377081,"0.0-12.0-2.2",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"[{""page_index"":0,""viewing_time"":1589.9000000003725}]",1590.09999999963,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"403","","Guess_leaderboard",24,382372,"0.0-12.0-3.2",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"",NA,"","","","","THIRTY FOUR","",NA,NA,"",NA,4537,2,5,2,9,7,"","",NA
"404","","instructions",25,387925,"0.0-12.0-0.3",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"[{""page_index"":0,""viewing_time"":5550}]",5550.19999999925,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"405","","Hangman_replay",26,431461,"0.0-12.0-1.3",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"",NA,"","","","","HAWAII","A,I,H,W",4,15,"false",NA,NA,NA,NA,NA,NA,NA,"","",NA
"406","","instructions",27,433253,"0.0-12.0-2.3",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"[{""page_index"":0,""viewing_time"":1790.5999999996275}]",1790.90000000037,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"407","","Guess_leaderboard",28,435239,"0.0-12.0-3.3",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"",NA,"","","","","HAWAII","",NA,NA,"",NA,1224.19999999925,1,98,3,30,29,"","",NA
"408","","instructions",29,436543,"0.0-12.0-0.4",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"[{""page_index"":0,""viewing_time"":1301.7999999988824}]",1302,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"409","","Hangman_replay",30,454975,"0.0-12.0-1.4",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"",NA,"","","","","NECTARINE","A,B,V,T,S,H,R,P,N,M,E,C,I",13,9,"false",NA,NA,NA,NA,NA,NA,NA,"","",NA
"410","","instructions",31,456090,"0.0-12.0-2.4",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"[{""page_index"":0,""viewing_time"":1113.4000000003725}]",1113.80000000075,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"411","","Guess_leaderboard",32,461089,"0.0-12.0-3.4",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"",NA,"","","","","NECTARINE","",NA,NA,"",NA,4230.19999999925,90,32,4,90,0,"","",NA
"412","","survey-text",33,482393,"0.0-13.0",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"",21298.2000000011,"{""Q0"":""Nectarine""}","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"nectarine","",NA
"413","","survey-multi-choice",34,498104,"0.0-14.0",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"",15708.5999999996,"{""Q0"":""2. I would be <b>second</b> out of the six of us.""}","[0]","","self-rating","","",NA,NA,"",NA,NA,2,NA,NA,NA,NA,"","",NA
"414","","html-slider-response",35,506395,"0.0-15.0",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"",8289.5,"","","","","","",NA,NA,"","85",NA,NA,NA,NA,NA,NA,"","<p>Overall, how confident were you in your answer to this last question?</p>",85
"415","","survey-text",36,547121,"0.0-16.0",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"",40723.3999999985,"{""Q0"":""If people are paying attention. You are seeing if people actually take the time to play the game or just click on letters until they solve the game or run out of points.""}","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"416","","survey-text",37,549953,"0.0-17.0",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"",2830.19999999925,"{""Q0"":""""}","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"417","","instructions",38,551313,"0.0-18.0",NA,410,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","66958897614f900eb86ddeed","66a276fbb31653ef01ad866e",1,1,1,"false",2,85,"[{""page_index"":0,""viewing_time"":1359.199999999255}]",1359.29999999888,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","",NA
"418","true","fullscreen",0,11940,"0.0-0.0",NA,411,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","662f93c33fe9ba41a6319363","66a2795153a366da6572b3c7",1,0,0,"true",2,68,"",NA,"","","","","","",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA
"419","","instructions",1,21059,"0.0-1.0",NA,411,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","662f93c33fe9ba41a6319363","66a2795153a366da6572b3c7",1,0,0,"true",2,68,"[{""page_index"":0,""viewing_time"":9117.099999904633}]",9117.5,"","","","","","",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA
"420","","instructions",2,896045,"0.0-2.0-0.0",NA,411,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","662f93c33fe9ba41a6319363","66a2795153a366da6572b3c7",1,0,0,"true",2,68,"[{""page_index"":0,""viewing_time"":874985.4000000954}]",874985.799999952,"","","","","","",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA
"421","","survey-multi-choice",3,908973,"0.0-2.0-1.0",NA,411,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","662f93c33fe9ba41a6319363","66a2795153a366da6572b3c7",1,0,0,"true",2,68,"",12925.6000001431,"{""Q0"":""... reveal the word with as <b>few letter guesses</b> as possible""}","[0]","true","multichoice_nonpretend","","",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA
"422","","instructions",4,914342,"0.0-3.0",NA,411,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","662f93c33fe9ba41a6319363","66a2795153a366da6572b3c7",1,0,0,"true",2,68,"[{""page_index"":0,""viewing_time"":5366.599999904633}]",5366.89999985695,"","","","","","",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA
"423","","Hangman",5,960684,"0.0-4.0",NA,411,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","662f93c33fe9ba41a6319363","66a2795153a366da6572b3c7",1,0,0,"true",2,68,"",NA,"","","","","ZEBRA","A,S,B,W,P,R,Z,E",8,12,"false","",NA,NA,NA,NA,NA,NA,"","",NA
"424","","instructions",6,1022475,"0.0-5.0",NA,411,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","662f93c33fe9ba41a6319363","66a2795153a366da6572b3c7",1,0,0,"true",2,68,"[{""page_index"":0,""viewing_time"":5160.299999952316},{""page_index"":1,""viewing_time"":56628.5}]",61789.6999998093,"","","","","","",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA
"425","","survey-multi-choice",7,1067960,"0.0-6.0",NA,411,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","662f93c33fe9ba41a6319363","66a2795153a366da6572b3c7",1,0,0,"true",2,68,"",45483.3000001907,"{""Q0"":""...from <b>a previous session</b> that is part of the upcoming tournament.""}","[0]","false","multichoice_leaderboard","","",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA
"426","","instructions",8,1071783,"0.0-7.0-0.0",NA,411,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","662f93c33fe9ba41a6319363","66a2795153a366da6572b3c7",1,0,0,"true",2,68,"[{""page_index"":0,""viewing_time"":3821.699999809265}]",3821.89999985695,"","","","","","",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA
"427","","survey-multi-choice",9,1080977,"0.0-7.0-1.0",NA,411,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","662f93c33fe9ba41a6319363","66a2795153a366da6572b3c7",1,0,0,"true",2,68,"",9192,"{""Q0"":""...from <b>a previous session</b> that is not part of the upcoming tournament.""}","[0]","true","multichoice_leaderboard","","",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA
"428","","instructions",10,1113868,"0.0-8.0",NA,411,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","662f93c33fe9ba41a6319363","66a2795153a366da6572b3c7",1,0,0,"true",2,68,"[{""page_index"":0,""viewing_time"":32888.40000009537}]",32888.7000000477,"","","","","","",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA
"429","","survey-multi-choice",11,1137007,"0.0-9.0",NA,411,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","662f93c33fe9ba41a6319363","66a2795153a366da6572b3c7",1,0,0,"true",2,68,"",23137.2999999523,"{""Q0"":""...players' leaderboard position (in terms of <b>points</b>) in an <b>upcoming tournament.</b>""}","[0]","true","multichoice_tournament","","",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA
"430","","instructions",12,1243334,"0.0-11.0",NA,411,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","662f93c33fe9ba41a6319363","66a2795153a366da6572b3c7",1,0,0,"true",2,68,"[{""page_index"":0,""viewing_time"":106326.10000014305}]",106326.400000095,"","","","","","",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA
"431","","instructions",13,1266520,"0.0-12.0-0.0",NA,411,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","662f93c33fe9ba41a6319363","66a2795153a366da6572b3c7",1,0,0,"true",2,68,"[{""page_index"":0,""viewing_time"":23184.900000095367}]",23185.2000000477,"","","","","","",NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA
"432","","type-this",14,1280406,"0.0-12.0-1.0",NA,411,"248,128,154,255,77,105,190,206,121,218,190,53,190,12,112,139,137,13,126,175,184,65,241,33,51,6,103,183,125,46,37,144",205,"66a22c0758a3d5c9d26873c6","662f93c33fe9ba41a6319363","66a2795153a366da6572b3c7",1,0,0,"true",2,68,"",13369.5,"SHAKIRA","","","","","",NA,NA,"","SHAKIRA",NA,NA,NA,NA,NA,NA,"","",NA
